instance,num_incorrect,cost,time,winner
1000_r0c14_nw1000_ew10_0.rgg,0,5682.0,3.3392,LP_Rounding
1000_r0c14_nw1000_ew10_1.rgg,0,6677.0,2.6174,LP_Rounding
1000_r0c14_nw1000_ew10_2.rgg,0,6441.0,3.0286,LP_Rounding
1000_r0c14_nw1000_ew10_3.rgg,0,5856.0,2.1297,LP_Rounding
1000_r0c14_nw1000_ew10_4.rgg,0,6290.0,3.2839,LP_Rounding
1000_r0c14_nw1000_ew10_5.rgg,0,5895.0,2.6612,LP_Rounding
1000_r0c14_nw1000_ew10_6.rgg,0,5798.0,2.9978,LP_Rounding
1000_r0c14_nw1000_ew10_7.rgg,0,6695.0,3.4464,LP_Rounding
1000_r0c14_nw1000_ew10_8.rgg,0,5717.0,3.0214,LP_Rounding
1000_r0c14_nw1000_ew10_9.rgg,0,6076.0,3.1409,LP_Rounding
1000_r0c14_nw100_ew100_0.rgg,0,27738.0,2.8048,Shift_Full
1000_r0c14_nw100_ew100_1.rgg,0,28293.0,3.2451,Shift_Full
1000_r0c14_nw100_ew100_2.rgg,0,29099.0,3.2963,Shift_Full
1000_r0c14_nw100_ew100_3.rgg,0,28353.0,2.9918,Shift_Full
1000_r0c14_nw100_ew100_4.rgg,0,28533.0,2.4012,Shift_Full
1000_r0c14_nw100_ew100_5.rgg,0,29022.0,3.4963,Shift_Full
1000_r0c14_nw100_ew100_6.rgg,0,27590.0,3.5961,Shift_Full
1000_r0c14_nw100_ew100_7.rgg,0,28049.0,2.9210,Shift_Full
1000_r0c14_nw100_ew100_8.rgg,0,28390.0,3.7284,Shift_Full
1000_r0c14_nw100_ew100_9.rgg,0,27983.0,2.9067,Shift_Full
1000_r0c14_nw10_ew1000_0.rgg,0,248906.0,3.5058,Shift_Full
1000_r0c14_nw10_ew1000_1.rgg,0,255766.0,3.1227,Shift_Full
1000_r0c14_nw10_ew1000_2.rgg,0,263580.0,3.1987,Shift_Full
1000_r0c14_nw10_ew1000_3.rgg,0,254024.0,3.5071,Shift_Full
1000_r0c14_nw10_ew1000_4.rgg,0,252854.0,3.5386,Shift_Full
1000_r0c14_nw10_ew1000_5.rgg,0,252651.0,3.5433,Shift_Full
1000_r0c14_nw10_ew1000_6.rgg,0,250689.0,3.4218,Shift_Full
1000_r0c14_nw10_ew1000_7.rgg,0,257117.0,3.0356,Shift_Full
1000_r0c14_nw10_ew1000_8.rgg,0,256438.0,2.9632,Shift_Full
1000_r0c14_nw10_ew1000_9.rgg,0,253267.0,3.5557,Shift_Full
