instance,num_incorrect,cost,time,winner
1000_r0c14_nw1000_ew10_0.rgg,0,5682.0,3.1022,LP_Rounding
1000_r0c14_nw1000_ew10_1.rgg,0,6677.0,2.7495,LP_Rounding
1000_r0c14_nw1000_ew10_2.rgg,0,6441.0,2.5310,LP_Rounding
1000_r0c14_nw1000_ew10_3.rgg,0,5856.0,1.7972,LP_Rounding
1000_r0c14_nw1000_ew10_4.rgg,0,6290.0,2.6687,LP_Rounding
1000_r0c14_nw1000_ew10_5.rgg,0,5895.0,2.2018,LP_Rounding
1000_r0c14_nw1000_ew10_6.rgg,0,5798.0,2.4167,LP_Rounding
1000_r0c14_nw1000_ew10_7.rgg,0,6695.0,2.8906,LP_Rounding
1000_r0c14_nw1000_ew10_8.rgg,0,5717.0,2.4476,LP_Rounding
1000_r0c14_nw1000_ew10_9.rgg,0,6076.0,2.9759,LP_Rounding
1000_r0c14_nw100_ew100_0.rgg,0,28026.0,2.6497,Shift_Full
1000_r0c14_nw100_ew100_1.rgg,0,28242.0,2.7505,Shift_Full
1000_r0c14_nw100_ew100_2.rgg,0,28446.0,3.0735,Shift_Full
1000_r0c14_nw100_ew100_3.rgg,0,28061.0,3.0293,Shift_Full
1000_r0c14_nw100_ew100_4.rgg,0,28029.0,1.6102,Shift_Full
1000_r0c14_nw100_ew100_5.rgg,0,29111.0,2.8865,Shift_Full
1000_r0c14_nw100_ew100_6.rgg,0,27259.0,3.3332,Shift_Full
1000_r0c14_nw100_ew100_7.rgg,0,28305.0,2.5430,Shift_Full
1000_r0c14_nw100_ew100_8.rgg,0,27801.0,3.3053,Shift_Full
1000_r0c14_nw100_ew100_9.rgg,0,28876.0,2.4474,Shift_Full
1000_r0c14_nw10_ew1000_0.rgg,0,260598.0,2.8119,Shift_Full
1000_r0c14_nw10_ew1000_1.rgg,0,261062.0,2.7524,Shift_Full
1000_r0c14_nw10_ew1000_2.rgg,0,262284.0,2.8341,Shift_Full
1000_r0c14_nw10_ew1000_3.rgg,0,253047.0,3.5925,Shift_Full
1000_r0c14_nw10_ew1000_4.rgg,0,250676.0,3.4057,Shift_Full
1000_r0c14_nw10_ew1000_5.rgg,0,249432.0,3.3957,Shift_Full
1000_r0c14_nw10_ew1000_6.rgg,0,268547.0,3.4151,Shift_Full
1000_r0c14_nw10_ew1000_7.rgg,0,259287.0,2.9159,Shift_Full
1000_r0c14_nw10_ew1000_8.rgg,0,258750.0,3.0228,Shift_Full
1000_r0c14_nw10_ew1000_9.rgg,0,264610.0,3.4037,Shift_Full
