instance,num_incorrect,cost,time,winner
2000_r0c14_nw1000_ew10_0.rgg,0,9948.0,15.6335,Shift_Full
2000_r0c14_nw1000_ew10_1.rgg,0,9638.0,16.4316,LP_Rounding
2000_r0c14_nw1000_ew10_2.rgg,0,9711.0,13.5007,LP_Rounding
2000_r0c14_nw1000_ew10_3.rgg,0,9978.0,13.8854,LP_Rounding
2000_r0c14_nw1000_ew10_4.rgg,0,9882.0,15.3247,LP_Rounding
2000_r0c14_nw1000_ew10_5.rgg,0,9885.0,14.4060,LP_Rounding
2000_r0c14_nw1000_ew10_6.rgg,0,9377.0,14.5688,LP_Rounding
2000_r0c14_nw1000_ew10_7.rgg,0,9434.0,16.6074,LP_Rounding
2000_r0c14_nw1000_ew10_8.rgg,0,9714.0,14.1820,LP_Rounding
2000_r0c14_nw1000_ew10_9.rgg,0,9425.0,11.8081,LP_Rounding
2000_r0c14_nw100_ew100_0.rgg,0,55892.0,14.0124,Shift_Full
2000_r0c14_nw100_ew100_1.rgg,0,56947.0,12.6146,Shift_Full
2000_r0c14_nw100_ew100_2.rgg,0,54618.0,15.5139,Shift_Full
2000_r0c14_nw100_ew100_3.rgg,0,55593.0,14.6946,Shift_Full
2000_r0c14_nw100_ew100_4.rgg,0,56545.0,14.2037,Shift_Full
2000_r0c14_nw100_ew100_5.rgg,0,54879.0,10.8531,Shift_Full
2000_r0c14_nw100_ew100_6.rgg,0,55718.0,11.5481,Shift_Full
2000_r0c14_nw100_ew100_7.rgg,0,54711.0,11.4142,Shift_Full
2000_r0c14_nw100_ew100_8.rgg,0,54758.0,14.1061,Shift_Full
2000_r0c14_nw100_ew100_9.rgg,0,56240.0,16.6471,Shift_Full
2000_r0c14_nw10_ew1000_0.rgg,0,525784.0,15.5478,Shift_Full
2000_r0c14_nw10_ew1000_1.rgg,0,519479.0,16.6561,Shift_Full
2000_r0c14_nw10_ew1000_2.rgg,0,524937.0,18.9897,Shift_Full
2000_r0c14_nw10_ew1000_3.rgg,0,535814.0,16.5031,Shift_Full
2000_r0c14_nw10_ew1000_4.rgg,0,527874.0,15.9806,Shift_Full
2000_r0c14_nw10_ew1000_5.rgg,0,517924.0,14.4864,Shift_Full
2000_r0c14_nw10_ew1000_6.rgg,0,517628.0,16.4102,Shift_Full
2000_r0c14_nw10_ew1000_7.rgg,0,522412.0,18.9978,Shift_Full
2000_r0c14_nw10_ew1000_8.rgg,0,521760.0,16.1430,Shift_Full
2000_r0c14_nw10_ew1000_9.rgg,0,534969.0,15.7924,Shift_Full
