instance,num_incorrect,cost,time,winner
500_r0c14_nw1000_ew10_0.rgg,0,4571.0000,1.5854,LP_Rounding
500_r0c14_nw1000_ew10_1.rgg,0,5346.0000,1.9370,LP_Rounding
500_r0c14_nw1000_ew10_2.rgg,0,5283.0000,1.8389,LP_Rounding
500_r0c14_nw1000_ew10_3.rgg,0,4751.0000,1.7058,LP_Rounding
500_r0c14_nw1000_ew10_4.rgg,0,5107.0000,1.7112,LP_Rounding
500_r0c14_nw1000_ew10_5.rgg,0,5005.0000,1.7759,LP_Rounding
500_r0c14_nw1000_ew10_6.rgg,0,5106.0000,1.8217,LP_Rounding
500_r0c14_nw1000_ew10_7.rgg,0,4305.0000,1.9384,LP_Rounding
500_r0c14_nw1000_ew10_8.rgg,0,5031.0000,1.7537,LP_Rounding
500_r0c14_nw1000_ew10_9.rgg,0,5515.0000,1.6207,LP_Rounding
500_r0c14_nw100_ew100_0.rgg,0,14569.0000,1.4679,Clique_Size
500_r0c14_nw100_ew100_1.rgg,0,13663.0000,1.7107,Clique_Size
500_r0c14_nw100_ew100_2.rgg,0,15344.0000,1.6488,Clique_Size
500_r0c14_nw100_ew100_3.rgg,0,14448.0000,1.7027,Clique_Size
500_r0c14_nw100_ew100_4.rgg,0,15179.0000,1.5081,Clique_Inverse_size
500_r0c14_nw100_ew100_5.rgg,0,14730.0000,1.8217,Clique_Hub
500_r0c14_nw100_ew100_6.rgg,0,14422.0000,1.8446,Clique_Inverse_size
500_r0c14_nw100_ew100_7.rgg,0,14995.0000,1.4412,Clique_Inverse_size
500_r0c14_nw100_ew100_8.rgg,0,15154.0000,1.5463,Clique_Size
500_r0c14_nw100_ew100_9.rgg,0,14697.0000,1.5962,Clique_Size
500_r0c14_nw10_ew1000_0.rgg,0,117855.0000,1.9138,Clique_Size
500_r0c14_nw10_ew1000_1.rgg,0,126525.0000,1.6446,Clique_Size
500_r0c14_nw10_ew1000_2.rgg,0,126111.0000,1.6358,Clique_Size
500_r0c14_nw10_ew1000_3.rgg,0,120865.0000,1.8841,Clique_Size
500_r0c14_nw10_ew1000_4.rgg,0,127415.0000,1.7611,Clique_Size
500_r0c14_nw10_ew1000_5.rgg,0,128547.0000,1.7194,Clique_Size
500_r0c14_nw10_ew1000_6.rgg,0,128597.0000,1.5238,Clique_Size
500_r0c14_nw10_ew1000_7.rgg,0,136116.0000,1.4829,Clique_Size
500_r0c14_nw10_ew1000_8.rgg,0,118580.0000,1.6655,Clique_Size
500_r0c14_nw10_ew1000_9.rgg,0,132701.0000,1.6342,Clique_Inverse_size
