instance,num_incorrect,cost,time,winner
500_r0c14_nw1000_ew10_0.rgg,0,4571.0000,0.8395,LP_Rounding
500_r0c14_nw1000_ew10_1.rgg,0,5346.0000,0.8774,LP_Rounding
500_r0c14_nw1000_ew10_2.rgg,0,5283.0000,1.2339,LP_Rounding
500_r0c14_nw1000_ew10_3.rgg,0,4751.0000,0.9491,LP_Rounding
500_r0c14_nw1000_ew10_4.rgg,0,5107.0000,1.0764,LP_Rounding
500_r0c14_nw1000_ew10_5.rgg,0,5005.0000,1.0185,LP_Rounding
500_r0c14_nw1000_ew10_6.rgg,0,5106.0000,1.0507,LP_Rounding
500_r0c14_nw1000_ew10_7.rgg,0,4305.0000,0.9801,LP_Rounding
500_r0c14_nw1000_ew10_8.rgg,0,5031.0000,0.9343,LP_Rounding
500_r0c14_nw1000_ew10_9.rgg,0,5515.0000,0.9744,LP_Rounding
500_r0c14_nw100_ew100_0.rgg,0,14403.0000,0.7707,Clique_Size
500_r0c14_nw100_ew100_1.rgg,0,14069.0000,1.0604,Clique_Hub
500_r0c14_nw100_ew100_2.rgg,0,15161.0000,0.9850,Clique_Size
500_r0c14_nw100_ew100_3.rgg,0,14676.0000,0.9165,Clique_Hub
500_r0c14_nw100_ew100_4.rgg,0,14253.0000,0.7746,Clique_Inverse_size
500_r0c14_nw100_ew100_5.rgg,0,14455.0000,0.9526,Clique_Cost
500_r0c14_nw100_ew100_6.rgg,0,14317.0000,1.1236,Clique_Size
500_r0c14_nw100_ew100_7.rgg,0,13926.0000,0.9430,Clique_Cost
500_r0c14_nw100_ew100_8.rgg,0,14195.0000,0.8704,Clique_Size
500_r0c14_nw100_ew100_9.rgg,0,15034.0000,0.8391,Clique_Hub
500_r0c14_nw10_ew1000_0.rgg,0,122750.0000,1.0051,Clique_Hub
500_r0c14_nw10_ew1000_1.rgg,0,124533.0000,0.7587,Clique_Inverse_size
500_r0c14_nw10_ew1000_2.rgg,0,121888.0000,1.0016,Clique_Hub
500_r0c14_nw10_ew1000_3.rgg,0,123228.0000,1.1768,Clique_Hub
500_r0c14_nw10_ew1000_4.rgg,0,130720.0000,1.0992,Clique_Size
500_r0c14_nw10_ew1000_5.rgg,0,119980.0000,0.9435,Clique_Hub
500_r0c14_nw10_ew1000_6.rgg,0,126749.0000,0.7750,Clique_Size
500_r0c14_nw10_ew1000_7.rgg,0,127246.0000,0.7405,Clique_Cost
500_r0c14_nw10_ew1000_8.rgg,0,123593.0000,0.9754,Clique_Size
500_r0c14_nw10_ew1000_9.rgg,0,123313.0000,0.9683,Clique_Hub
