instance,num_incorrect,cost,time,winner
2000_r0c14_nw1000_ew10_0.rgg,0,10587.0000,86.8586,LP_Rounding
2000_r0c14_nw1000_ew10_1.rgg,0,9638.0000,82.7416,LP_Rounding
2000_r0c14_nw1000_ew10_2.rgg,0,9711.0000,82.9162,LP_Rounding
2000_r0c14_nw1000_ew10_3.rgg,0,9978.0000,84.0970,LP_Rounding
2000_r0c14_nw1000_ew10_4.rgg,0,9882.0000,82.7279,LP_Rounding
2000_r0c14_nw1000_ew10_5.rgg,0,9885.0000,86.0617,LP_Rounding
2000_r0c14_nw1000_ew10_6.rgg,0,9377.0000,84.2221,LP_Rounding
2000_r0c14_nw1000_ew10_7.rgg,0,9434.0000,89.5249,LP_Rounding
2000_r0c14_nw1000_ew10_8.rgg,0,9714.0000,96.2919,LP_Rounding
2000_r0c14_nw1000_ew10_9.rgg,0,9425.0000,87.8692,LP_Rounding
2000_r0c14_nw100_ew100_0.rgg,0,58850.0000,83.2556,Clique_Size
2000_r0c14_nw100_ew100_1.rgg,0,56198.0000,85.2269,Clique_Size
2000_r0c14_nw100_ew100_2.rgg,0,55508.0000,92.6916,Clique_Size
2000_r0c14_nw100_ew100_3.rgg,0,54995.0000,100.5529,Clique_Size
2000_r0c14_nw100_ew100_4.rgg,0,57356.0000,93.7108,Clique_Size
2000_r0c14_nw100_ew100_5.rgg,0,55330.0000,79.5694,Clique_Size
2000_r0c14_nw100_ew100_6.rgg,0,56944.0000,93.0474,Clique_Size
2000_r0c14_nw100_ew100_7.rgg,0,58217.0000,94.5017,Clique_Size
2000_r0c14_nw100_ew100_8.rgg,0,54050.0000,84.9743,Clique_Size
2000_r0c14_nw100_ew100_9.rgg,0,56280.0000,99.5375,Clique_Size
2000_r0c14_nw10_ew1000_0.rgg,0,525390.0000,94.0733,Clique_Size
2000_r0c14_nw10_ew1000_1.rgg,0,533991.0000,88.0149,Clique_Size
2000_r0c14_nw10_ew1000_2.rgg,0,526826.0000,103.9049,Clique_Size
2000_r0c14_nw10_ew1000_3.rgg,0,532391.0000,91.5725,Clique_Size
2000_r0c14_nw10_ew1000_4.rgg,0,531412.0000,92.3201,Clique_Size
2000_r0c14_nw10_ew1000_5.rgg,0,529128.0000,102.3820,Clique_Size
2000_r0c14_nw10_ew1000_6.rgg,0,529538.0000,94.7978,Clique_Size
2000_r0c14_nw10_ew1000_7.rgg,0,523498.0000,95.2528,Clique_Size
2000_r0c14_nw10_ew1000_8.rgg,0,515103.0000,113.3397,Clique_Size
2000_r0c14_nw10_ew1000_9.rgg,0,537876.0000,111.6306,Clique_Size
