instance,num_incorrect,cost,time,winner
5000_r0c14_nw1000_ew10_0.rgg,0,19856.0000,3435.9387,Clique_Inverse_size
5000_r0c14_nw1000_ew10_1.rgg,0,20181.0000,3117.9043,Clique_Size
5000_r0c14_nw1000_ew10_2.rgg,0,20506.0000,3465.1616,Clique_Hub
5000_r0c14_nw1000_ew10_3.rgg,0,20115.0000,3501.0254,Clique_Size
5000_r0c14_nw1000_ew10_4.rgg,0,20500.0000,3558.2585,Clique_Hub
5000_r0c14_nw1000_ew10_5.rgg,0,20476.0000,3292.0795,Clique_Size
5000_r0c14_nw1000_ew10_6.rgg,0,20303.0000,3429.7774,Clique_Inverse_size
5000_r0c14_nw1000_ew10_7.rgg,0,19691.0000,3635.8702,Clique_Hub
5000_r0c14_nw1000_ew10_8.rgg,0,20387.0000,3424.7025,Clique_Inverse_size
5000_r0c14_nw1000_ew10_9.rgg,0,20332.0000,3294.3420,Clique_Size
5000_r0c14_nw100_ew100_0.rgg,0,139462.0000,3472.9571,Clique_Size
5000_r0c14_nw100_ew100_1.rgg,0,135334.0000,3407.9624,Clique_Size
5000_r0c14_nw100_ew100_2.rgg,0,136726.0000,3804.6397,Clique_Hub
5000_r0c14_nw100_ew100_3.rgg,0,137147.0000,3444.7377,Clique_Size
5000_r0c14_nw100_ew100_4.rgg,0,137757.0000,3675.1071,Clique_Size
5000_r0c14_nw100_ew100_5.rgg,0,138255.0000,3530.5560,Clique_Inverse_size
5000_r0c14_nw100_ew100_6.rgg,0,136901.0000,3682.8289,Clique_Hub
5000_r0c14_nw100_ew100_7.rgg,0,138759.0000,3613.1772,Clique_Size
5000_r0c14_nw100_ew100_8.rgg,0,134714.0000,4132.4538,Clique_Cost
5000_r0c14_nw100_ew100_9.rgg,0,139407.0000,3932.8859,Clique_Size
5000_r0c14_nw10_ew1000_0.rgg,0,1352466.0000,4069.9636,Clique_Cost
5000_r0c14_nw10_ew1000_1.rgg,0,1361793.0000,3866.6996,Clique_Hub
5000_r0c14_nw10_ew1000_2.rgg,0,1347685.0000,4296.9499,Clique_Size
5000_r0c14_nw10_ew1000_3.rgg,0,1348568.0000,4127.0685,Clique_Inverse_size
5000_r0c14_nw10_ew1000_4.rgg,0,1326117.0000,4223.9115,Clique_Hub
5000_r0c14_nw10_ew1000_5.rgg,0,1333767.0000,3682.3294,Clique_Hub
5000_r0c14_nw10_ew1000_6.rgg,0,1350582.0000,3600.8124,Clique_Cost
5000_r0c14_nw10_ew1000_7.rgg,0,1353412.0000,4507.9019,Clique_Size
5000_r0c14_nw10_ew1000_8.rgg,0,1310036.0000,4179.1632,Clique_Inverse_size
5000_r0c14_nw10_ew1000_9.rgg,0,1327873.0000,4036.5705,Clique_Hub
