instance,num_incorrect,cost,time
2000_r0c14_nw1000_ew10_0.rgg,0,12529,2.1235
2000_r0c14_nw1000_ew10_1.rgg,0,10779,2.1305
2000_r0c14_nw1000_ew10_2.rgg,0,10967,2.1956
2000_r0c14_nw1000_ew10_3.rgg,0,10651,2.1801
2000_r0c14_nw1000_ew10_4.rgg,0,10757,2.2363
2000_r0c14_nw1000_ew10_5.rgg,0,12167,2.1144
2000_r0c14_nw1000_ew10_6.rgg,0,12735,2.1396
2000_r0c14_nw1000_ew10_7.rgg,0,11728,2.3776
2000_r0c14_nw1000_ew10_8.rgg,0,11973,2.2186
2000_r0c14_nw1000_ew10_9.rgg,0,11943,2.3080
2000_r0c14_nw100_ew100_0.rgg,0,63647,2.2051
2000_r0c14_nw100_ew100_1.rgg,0,62059,2.1278
2000_r0c14_nw100_ew100_2.rgg,0,62492,2.1524
2000_r0c14_nw100_ew100_3.rgg,0,63707,2.1881
2000_r0c14_nw100_ew100_4.rgg,0,63337,2.2825
2000_r0c14_nw100_ew100_5.rgg,0,60857,2.2816
2000_r0c14_nw100_ew100_6.rgg,0,63191,2.1947
2000_r0c14_nw100_ew100_7.rgg,0,62349,2.4159
2000_r0c14_nw100_ew100_8.rgg,0,63468,2.1803
2000_r0c14_nw100_ew100_9.rgg,0,66926,2.1900
2000_r0c14_nw10_ew1000_0.rgg,0,589554,2.3009
2000_r0c14_nw10_ew1000_1.rgg,0,589235,2.2836
2000_r0c14_nw10_ew1000_2.rgg,0,586903,2.2582
2000_r0c14_nw10_ew1000_3.rgg,0,563384,2.2990
2000_r0c14_nw10_ew1000_4.rgg,0,603652,2.3357
2000_r0c14_nw10_ew1000_5.rgg,0,629574,2.2458
2000_r0c14_nw10_ew1000_6.rgg,0,560979,2.2535
2000_r0c14_nw10_ew1000_7.rgg,0,613335,2.2722
2000_r0c14_nw10_ew1000_8.rgg,0,596789,2.3977
2000_r0c14_nw10_ew1000_9.rgg,0,604579,2.2147
