instance,num_incorrect,cost,time
1000_r0c14_nw1000_ew10_0.rgg,0,7317,0.4747
1000_r0c14_nw1000_ew10_1.rgg,0,8884,0.5187
1000_r0c14_nw1000_ew10_2.rgg,0,9176,0.4936
1000_r0c14_nw1000_ew10_3.rgg,0,7510,0.4931
1000_r0c14_nw1000_ew10_4.rgg,0,6770,0.5416
1000_r0c14_nw1000_ew10_5.rgg,0,7680,0.4973
1000_r0c14_nw1000_ew10_6.rgg,0,8251,0.5058
1000_r0c14_nw1000_ew10_7.rgg,0,8422,0.4760
1000_r0c14_nw1000_ew10_8.rgg,0,7786,0.5580
1000_r0c14_nw1000_ew10_9.rgg,0,7030,0.4809
1000_r0c14_nw100_ew100_0.rgg,0,31283,0.4863
1000_r0c14_nw100_ew100_1.rgg,0,30238,0.4574
1000_r0c14_nw100_ew100_2.rgg,0,33302,0.4984
1000_r0c14_nw100_ew100_3.rgg,0,31821,0.5090
1000_r0c14_nw100_ew100_4.rgg,0,32710,0.4949
1000_r0c14_nw100_ew100_5.rgg,0,31594,0.4747
1000_r0c14_nw100_ew100_6.rgg,0,31724,0.4822
1000_r0c14_nw100_ew100_7.rgg,0,30991,0.5313
1000_r0c14_nw100_ew100_8.rgg,0,32290,0.5537
1000_r0c14_nw100_ew100_9.rgg,0,29840,0.4957
1000_r0c14_nw10_ew1000_0.rgg,0,277587,0.5195
1000_r0c14_nw10_ew1000_1.rgg,0,297160,0.4931
1000_r0c14_nw10_ew1000_2.rgg,0,299535,0.5157
1000_r0c14_nw10_ew1000_3.rgg,0,294772,0.5043
1000_r0c14_nw10_ew1000_4.rgg,0,285678,0.4854
1000_r0c14_nw10_ew1000_5.rgg,0,296333,0.4797
1000_r0c14_nw10_ew1000_6.rgg,0,286249,0.5344
1000_r0c14_nw10_ew1000_7.rgg,0,291271,0.5028
1000_r0c14_nw10_ew1000_8.rgg,0,281323,0.5319
1000_r0c14_nw10_ew1000_9.rgg,0,286041,0.4543
