instance,num_incorrect,cost,time,winner
1000_r0c14_nw1000_ew10_0.rgg,0,5682.0,3.3028,LP_Rounding
1000_r0c14_nw1000_ew10_1.rgg,0,6677.0,2.6132,LP_Rounding
1000_r0c14_nw1000_ew10_2.rgg,0,6441.0,3.0849,LP_Rounding
1000_r0c14_nw1000_ew10_3.rgg,0,5856.0,2.4486,LP_Rounding
1000_r0c14_nw1000_ew10_4.rgg,0,6290.0,3.4017,LP_Rounding
1000_r0c14_nw1000_ew10_5.rgg,0,5895.0,2.6949,LP_Rounding
1000_r0c14_nw1000_ew10_6.rgg,0,5798.0,3.0414,LP_Rounding
1000_r0c14_nw1000_ew10_7.rgg,0,6695.0,3.5046,LP_Rounding
1000_r0c14_nw1000_ew10_8.rgg,0,5717.0,3.0177,LP_Rounding
1000_r0c14_nw1000_ew10_9.rgg,0,6076.0,3.3880,LP_Rounding
1000_r0c14_nw100_ew100_0.rgg,0,27981.0,3.0802,Shift_Full
1000_r0c14_nw100_ew100_1.rgg,0,27706.0,3.3377,Shift_Full
1000_r0c14_nw100_ew100_2.rgg,0,28119.0,3.4281,Shift_Full
1000_r0c14_nw100_ew100_3.rgg,0,28662.0,2.8894,Shift_Full
1000_r0c14_nw100_ew100_4.rgg,0,28213.0,2.6004,Shift_Full
1000_r0c14_nw100_ew100_5.rgg,0,28868.0,3.6638,Shift_Full
1000_r0c14_nw100_ew100_6.rgg,0,27644.0,3.4962,Shift_Full
1000_r0c14_nw100_ew100_7.rgg,0,28906.0,3.0751,Shift_Full
1000_r0c14_nw100_ew100_8.rgg,0,28856.0,3.8365,Shift_Full
1000_r0c14_nw100_ew100_9.rgg,0,28403.0,2.9763,Shift_Full
1000_r0c14_nw10_ew1000_0.rgg,0,257112.0,3.3466,Shift_Full
1000_r0c14_nw10_ew1000_1.rgg,0,249395.0,3.3393,Shift_Full
1000_r0c14_nw10_ew1000_2.rgg,0,256778.0,2.8899,Shift_Full
1000_r0c14_nw10_ew1000_3.rgg,0,256868.0,3.7612,Shift_Full
1000_r0c14_nw10_ew1000_4.rgg,0,258249.0,3.4714,Shift_Full
1000_r0c14_nw10_ew1000_5.rgg,0,263041.0,3.3339,Shift_Full
1000_r0c14_nw10_ew1000_6.rgg,0,253448.0,3.2306,Shift_Full
1000_r0c14_nw10_ew1000_7.rgg,0,257870.0,3.0431,Shift_Full
1000_r0c14_nw10_ew1000_8.rgg,0,254705.0,3.3279,Shift_Full
1000_r0c14_nw10_ew1000_9.rgg,0,255788.0,3.5601,Shift_Full
