instance,num_incorrect,cost,time,winner
5000_r0c14_nw1000_ew10_0.rgg,0,21006.0,263.6428,LP_Rounding
5000_r0c14_nw1000_ew10_1.rgg,0,20226.0,276.0090,Shift_Full
5000_r0c14_nw1000_ew10_2.rgg,0,20999.0,209.6731,Shift_Full
5000_r0c14_nw1000_ew10_3.rgg,0,20922.0,279.2743,Shift_Full
5000_r0c14_nw1000_ew10_4.rgg,0,20153.0,251.2973,Shift_Full
5000_r0c14_nw1000_ew10_5.rgg,0,20589.0,226.6265,Shift_Full
5000_r0c14_nw1000_ew10_6.rgg,0,20516.0,211.6140,Shift_Full
5000_r0c14_nw1000_ew10_7.rgg,0,21166.0,212.9717,LP_Rounding
5000_r0c14_nw1000_ew10_8.rgg,0,20486.0,229.2038,Shift_Full
5000_r0c14_nw1000_ew10_9.rgg,0,20125.0,221.0678,Shift_Full
5000_r0c14_nw100_ew100_0.rgg,0,136435.0,283.2908,Shift_Full
5000_r0c14_nw100_ew100_1.rgg,0,137158.0,290.5294,Shift_Full
5000_r0c14_nw100_ew100_2.rgg,0,137246.0,323.3026,Shift_Full
5000_r0c14_nw100_ew100_3.rgg,0,137672.0,262.2168,Shift_Full
5000_r0c14_nw100_ew100_4.rgg,0,137103.0,246.7685,Shift_Full
5000_r0c14_nw100_ew100_5.rgg,0,134628.0,256.1322,Shift_Full
5000_r0c14_nw100_ew100_6.rgg,0,137617.0,241.3230,Shift_Full
5000_r0c14_nw100_ew100_7.rgg,0,139763.0,256.5414,Shift_Full
5000_r0c14_nw100_ew100_8.rgg,0,137031.0,276.2015,Shift_Full
5000_r0c14_nw100_ew100_9.rgg,0,137492.0,292.5840,Shift_Full
5000_r0c14_nw10_ew1000_0.rgg,0,1296249.0,346.9114,Shift_Full
5000_r0c14_nw10_ew1000_1.rgg,0,1331356.0,321.8938,Shift_Full
5000_r0c14_nw10_ew1000_2.rgg,0,1310277.0,425.3247,Shift_Full
5000_r0c14_nw10_ew1000_3.rgg,0,1329634.0,303.1967,Shift_Full
5000_r0c14_nw10_ew1000_4.rgg,0,1349267.0,371.2324,Shift_Full
5000_r0c14_nw10_ew1000_5.rgg,0,1324127.0,372.5315,Shift_Full
5000_r0c14_nw10_ew1000_6.rgg,0,1346863.0,381.8438,Shift_Full
5000_r0c14_nw10_ew1000_7.rgg,0,1327469.0,359.5731,Shift_Full
5000_r0c14_nw10_ew1000_8.rgg,0,1309955.0,398.7965,Shift_Full
5000_r0c14_nw10_ew1000_9.rgg,0,1313708.0,366.8565,Shift_Full
