instance,num_incorrect,cost,time,winner
5000_r0c0443_nw1000_ew10_0.rgg,0,52215.0000,927.3499,LP_Rounding
5000_r0c0443_nw1000_ew10_1.rgg,0,48391.0000,960.2836,LP_Rounding
5000_r0c0443_nw1000_ew10_2.rgg,0,52241.0000,928.7183,LP_Rounding
5000_r0c0443_nw1000_ew10_3.rgg,0,54349.0000,1042.7347,LP_Rounding
5000_r0c0443_nw1000_ew10_4.rgg,0,51113.0000,1013.1894,LP_Rounding
5000_r0c0443_nw1000_ew10_5.rgg,0,52614.0000,916.3294,LP_Rounding
5000_r0c0443_nw1000_ew10_6.rgg,0,48211.0000,977.5695,LP_Rounding
5000_r0c0443_nw1000_ew10_7.rgg,0,50755.0000,1072.6087,LP_Rounding
5000_r0c0443_nw1000_ew10_8.rgg,0,50427.0000,987.7892,LP_Rounding
5000_r0c0443_nw1000_ew10_9.rgg,0,52304.0000,1119.5525,LP_Rounding
5000_r0c0443_nw100_ew100_0.rgg,0,145165.0000,1179.2162,Clique_Cost
5000_r0c0443_nw100_ew100_1.rgg,0,145349.0000,1203.8075,Clique_Hub
5000_r0c0443_nw100_ew100_2.rgg,0,143992.0000,1219.6698,Clique_Cost
5000_r0c0443_nw100_ew100_3.rgg,0,145655.0000,1176.6724,Clique_Inverse_size
5000_r0c0443_nw100_ew100_4.rgg,0,144268.0000,1131.8142,Clique_Hub
5000_r0c0443_nw100_ew100_5.rgg,0,146388.0000,1203.7578,Clique_Hub
5000_r0c0443_nw100_ew100_6.rgg,0,143794.0000,1097.2631,Clique_Cost
5000_r0c0443_nw100_ew100_7.rgg,0,143452.0000,1203.1380,Clique_Cost
5000_r0c0443_nw100_ew100_8.rgg,0,143832.0000,1197.1415,Clique_Inverse_size
5000_r0c0443_nw100_ew100_9.rgg,0,146268.0000,1097.1798,Clique_Hub
5000_r0c0443_nw10_ew1000_0.rgg,0,1256082.0000,1102.3573,Clique_Inverse_size
5000_r0c0443_nw10_ew1000_1.rgg,0,1258634.0000,1216.1102,Clique_Size
5000_r0c0443_nw10_ew1000_2.rgg,0,1256644.0000,1205.5734,Clique_Hub
5000_r0c0443_nw10_ew1000_3.rgg,0,1277171.0000,1066.6943,Clique_Inverse_size
5000_r0c0443_nw10_ew1000_4.rgg,0,1263921.0000,1135.6891,Clique_Hub
5000_r0c0443_nw10_ew1000_5.rgg,0,1263725.0000,1261.8759,Clique_Inverse_size
5000_r0c0443_nw10_ew1000_6.rgg,0,1261927.0000,1162.7990,Clique_Inverse_size
5000_r0c0443_nw10_ew1000_7.rgg,0,1260309.0000,1261.4777,Clique_Cost
5000_r0c0443_nw10_ew1000_8.rgg,0,1255851.0000,1129.6765,Clique_Cost
5000_r0c0443_nw10_ew1000_9.rgg,0,1258605.0000,1136.2368,Clique_Cost
