instance,best_obj,lower_bound,gap_percent,total_time
350_r0c14_nw1000_ew10_0.rgg,5012.0,5012.0,0.0,0.8751
350_r0c14_nw1000_ew10_1.rgg,4546.0,4546.0,0.0,0.8097
350_r0c14_nw1000_ew10_2.rgg,4454.0,4454.0,0.0,0.8722
350_r0c14_nw1000_ew10_3.rgg,4906.0,4906.0,0.0,0.8577
350_r0c14_nw1000_ew10_4.rgg,5334.0,5334.0,0.0,1.5781
350_r0c14_nw1000_ew10_5.rgg,5045.0,5045.0,0.0,1.0392
350_r0c14_nw1000_ew10_6.rgg,4251.0,4251.0,0.0,1.0930
350_r0c14_nw1000_ew10_7.rgg,3946.0,3946.0,0.0,1.0257
350_r0c14_nw1000_ew10_8.rgg,4351.0,4351.0,0.0,0.9402
350_r0c14_nw1000_ew10_9.rgg,4299.0,4299.0,0.0,1.1800
350_r0c14_nw100_ew100_0.rgg,10018.0,10018.0,0.0,97.6575
350_r0c14_nw100_ew100_1.rgg,9179.0,9179.0,0.0,22.7266
350_r0c14_nw100_ew100_2.rgg,9348.0,9348.0,0.0,61.4869
350_r0c14_nw100_ew100_3.rgg,9948.0,9948.0,0.0,113.8267
350_r0c14_nw100_ew100_4.rgg,9678.0,9678.0,0.0,86.4853
350_r0c14_nw100_ew100_5.rgg,9883.0,9883.0,0.0,78.0412
350_r0c14_nw100_ew100_6.rgg,9378.0,9378.0,0.0,75.2234
350_r0c14_nw100_ew100_7.rgg,9316.0,9316.0,0.0,62.0355
350_r0c14_nw100_ew100_8.rgg,9618.0,9618.0,0.0,92.4866
350_r0c14_nw100_ew100_9.rgg,9692.0,9692.0,0.0,60.3229
350_r0c14_nw10_ew1000_0.rgg,80872.0,80872.0,0.0,206.4519
350_r0c14_nw10_ew1000_1.rgg,77930.0,77930.0,0.0,90.6019
350_r0c14_nw10_ew1000_2.rgg,73842.0,73842.0,0.0,174.0594
350_r0c14_nw10_ew1000_3.rgg,80955.0,80955.0,0.0,240.4137
350_r0c14_nw10_ew1000_4.rgg,75434.0,75434.0,0.0,206.8365
350_r0c14_nw10_ew1000_5.rgg,79231.0,79231.0,0.0,116.0166
350_r0c14_nw10_ew1000_6.rgg,76488.0,76488.0,0.0,119.2068
350_r0c14_nw10_ew1000_7.rgg,71729.0,71729.0,0.0,107.6432
350_r0c14_nw10_ew1000_8.rgg,78920.0,78920.0,0.0,132.5594
350_r0c14_nw10_ew1000_9.rgg,78711.0,78711.0,0.0,112.7521
