instance,num_incorrect,cost,time,winner
2000_r0c07_nw1000_ew10_0.rgg,0,19114.0,44.6160,LP_Rounding
2000_r0c07_nw1000_ew10_1.rgg,0,18742.0,34.8431,LP_Rounding
2000_r0c07_nw1000_ew10_2.rgg,0,19676.0,50.5568,LP_Rounding
2000_r0c07_nw1000_ew10_3.rgg,0,18129.0,36.4497,LP_Rounding
2000_r0c07_nw1000_ew10_4.rgg,0,18754.0,36.9484,LP_Rounding
2000_r0c07_nw1000_ew10_5.rgg,0,20225.0,44.4158,LP_Rounding
2000_r0c07_nw1000_ew10_6.rgg,0,18387.0,41.8909,LP_Rounding
2000_r0c07_nw1000_ew10_7.rgg,0,19108.0,38.5568,LP_Rounding
2000_r0c07_nw1000_ew10_8.rgg,0,19035.0,38.0129,LP_Rounding
2000_r0c07_nw1000_ew10_9.rgg,0,20981.0,48.6129,LP_Rounding
2000_r0c07_nw100_ew100_0.rgg,0,56470.0,60.6903,Shift_Full
2000_r0c07_nw100_ew100_1.rgg,0,58406.0,58.3402,Shift_Full
2000_r0c07_nw100_ew100_2.rgg,0,57025.0,54.0575,Shift_Full
2000_r0c07_nw100_ew100_3.rgg,0,56914.0,56.2875,Shift_Full
2000_r0c07_nw100_ew100_4.rgg,0,56574.0,55.7308,Shift_Full
2000_r0c07_nw100_ew100_5.rgg,0,56722.0,58.0117,Shift_Full
2000_r0c07_nw100_ew100_6.rgg,0,57404.0,53.3344,Shift_Full
2000_r0c07_nw100_ew100_7.rgg,0,56288.0,53.6143,Shift_Full
2000_r0c07_nw100_ew100_8.rgg,0,57567.0,59.1457,Shift_Full
2000_r0c07_nw100_ew100_9.rgg,0,57872.0,53.0548,Shift_Full
2000_r0c07_nw10_ew1000_0.rgg,0,503975.0,60.4272,Shift_Full
2000_r0c07_nw10_ew1000_1.rgg,0,490151.0,60.8835,Shift_Full
2000_r0c07_nw10_ew1000_2.rgg,0,506259.0,58.4825,Shift_Full
2000_r0c07_nw10_ew1000_3.rgg,0,497168.0,69.8113,Shift_Full
2000_r0c07_nw10_ew1000_4.rgg,0,489888.0,61.7589,Shift_Full
2000_r0c07_nw10_ew1000_5.rgg,0,501136.0,60.1826,Shift_Full
2000_r0c07_nw10_ew1000_6.rgg,0,495539.0,61.1566,Shift_Full
2000_r0c07_nw10_ew1000_7.rgg,0,502274.0,59.3462,Shift_Full
2000_r0c07_nw10_ew1000_8.rgg,0,513579.0,55.9848,Shift_Full
2000_r0c07_nw10_ew1000_9.rgg,0,495021.0,66.2533,Shift_Full
