instance,num_incorrect,cost,time,winner
2000_r0c07_nw1000_ew10_0.rgg,0,19114.0,10.3658,LP_Rounding
2000_r0c07_nw1000_ew10_1.rgg,0,18742.0,7.2303,LP_Rounding
2000_r0c07_nw1000_ew10_2.rgg,0,19676.0,11.2945,LP_Rounding
2000_r0c07_nw1000_ew10_3.rgg,0,18129.0,9.8795,LP_Rounding
2000_r0c07_nw1000_ew10_4.rgg,0,18754.0,11.1216,LP_Rounding
2000_r0c07_nw1000_ew10_5.rgg,0,20225.0,11.8440,LP_Rounding
2000_r0c07_nw1000_ew10_6.rgg,0,18387.0,9.1354,LP_Rounding
2000_r0c07_nw1000_ew10_7.rgg,0,19108.0,9.8335,LP_Rounding
2000_r0c07_nw1000_ew10_8.rgg,0,19035.0,10.4946,LP_Rounding
2000_r0c07_nw1000_ew10_9.rgg,0,20981.0,10.7986,LP_Rounding
2000_r0c07_nw100_ew100_0.rgg,0,58697.0,12.7596,Shift_Full
2000_r0c07_nw100_ew100_1.rgg,0,58094.0,10.5588,Shift_Full
2000_r0c07_nw100_ew100_2.rgg,0,57756.0,13.2946,Shift_Full
2000_r0c07_nw100_ew100_3.rgg,0,57686.0,14.2961,Shift_Full
2000_r0c07_nw100_ew100_4.rgg,0,56751.0,11.8016,Shift_Full
2000_r0c07_nw100_ew100_5.rgg,0,56692.0,14.3865,Shift_Full
2000_r0c07_nw100_ew100_6.rgg,0,58282.0,14.1149,Shift_Full
2000_r0c07_nw100_ew100_7.rgg,0,57910.0,11.4825,Shift_Full
2000_r0c07_nw100_ew100_8.rgg,0,57993.0,13.4598,Shift_Full
2000_r0c07_nw100_ew100_9.rgg,0,57949.0,12.9389,Shift_Full
2000_r0c07_nw10_ew1000_0.rgg,0,508465.0,13.9758,Shift_Full
2000_r0c07_nw10_ew1000_1.rgg,0,499450.0,14.7426,Shift_Full
2000_r0c07_nw10_ew1000_2.rgg,0,522454.0,13.1958,Shift_Full
2000_r0c07_nw10_ew1000_3.rgg,0,499321.0,14.1256,Shift_Full
2000_r0c07_nw10_ew1000_4.rgg,0,506696.0,13.7455,Shift_Full
2000_r0c07_nw10_ew1000_5.rgg,0,506311.0,12.9788,Shift_Full
2000_r0c07_nw10_ew1000_6.rgg,0,501002.0,14.4354,Shift_Full
2000_r0c07_nw10_ew1000_7.rgg,0,496983.0,12.8383,Shift_Full
2000_r0c07_nw10_ew1000_8.rgg,0,512511.0,14.8893,Shift_Full
2000_r0c07_nw10_ew1000_9.rgg,0,495977.0,13.1894,Shift_Full
