instance,num_incorrect,cost,time,winner
2000_r0c07_nw1000_ew10_0.rgg,0,19114.0000,29.2470,LP_Rounding
2000_r0c07_nw1000_ew10_1.rgg,0,18742.0000,29.0434,LP_Rounding
2000_r0c07_nw1000_ew10_2.rgg,0,19676.0000,32.0913,LP_Rounding
2000_r0c07_nw1000_ew10_3.rgg,0,18129.0000,29.7996,LP_Rounding
2000_r0c07_nw1000_ew10_4.rgg,0,18754.0000,32.3019,LP_Rounding
2000_r0c07_nw1000_ew10_5.rgg,0,20225.0000,29.3408,LP_Rounding
2000_r0c07_nw1000_ew10_6.rgg,0,18387.0000,31.0179,LP_Rounding
2000_r0c07_nw1000_ew10_7.rgg,0,19108.0000,30.6545,LP_Rounding
2000_r0c07_nw1000_ew10_8.rgg,0,19035.0000,31.0729,LP_Rounding
2000_r0c07_nw1000_ew10_9.rgg,0,20981.0000,34.7521,LP_Rounding
2000_r0c07_nw100_ew100_0.rgg,0,57333.0000,29.8853,Clique_Size
2000_r0c07_nw100_ew100_1.rgg,0,59435.0000,29.0616,Clique_Hub
2000_r0c07_nw100_ew100_2.rgg,0,57086.0000,31.7174,Clique_Size
2000_r0c07_nw100_ew100_3.rgg,0,60283.0000,31.5891,Clique_Hub
2000_r0c07_nw100_ew100_4.rgg,0,58740.0000,32.3917,Clique_Size
2000_r0c07_nw100_ew100_5.rgg,0,58155.0000,33.2627,Clique_Size
2000_r0c07_nw100_ew100_6.rgg,0,60126.0000,31.2173,Clique_Size
2000_r0c07_nw100_ew100_7.rgg,0,57220.0000,32.5611,Clique_Size
2000_r0c07_nw100_ew100_8.rgg,0,58689.0000,31.6547,Clique_Inverse_size
2000_r0c07_nw100_ew100_9.rgg,0,59074.0000,28.7486,Clique_Cost
2000_r0c07_nw10_ew1000_0.rgg,0,504774.0000,32.1066,Clique_Cost
2000_r0c07_nw10_ew1000_1.rgg,0,504816.0000,31.3386,Clique_Size
2000_r0c07_nw10_ew1000_2.rgg,0,507859.0000,35.0791,Clique_Size
2000_r0c07_nw10_ew1000_3.rgg,0,500798.0000,32.7963,Clique_Inverse_size
2000_r0c07_nw10_ew1000_4.rgg,0,505738.0000,31.0174,Clique_Cost
2000_r0c07_nw10_ew1000_5.rgg,0,507970.0000,30.7029,Clique_Cost
2000_r0c07_nw10_ew1000_6.rgg,0,502069.0000,30.4438,Clique_Cost
2000_r0c07_nw10_ew1000_7.rgg,0,490253.0000,31.1018,Clique_Size
2000_r0c07_nw10_ew1000_8.rgg,0,523335.0000,29.6710,Clique_Hub
2000_r0c07_nw10_ew1000_9.rgg,0,509235.0000,28.6157,Clique_Inverse_size
