instance,num_incorrect,cost,time,winner
1000_r0c099_nw1000_ew10_0.rgg,0,9964.0000,7.1106,LP_Rounding
1000_r0c099_nw1000_ew10_1.rgg,0,9028.0000,6.6354,LP_Rounding
1000_r0c099_nw1000_ew10_2.rgg,0,10365.0000,7.0735,LP_Rounding
1000_r0c099_nw1000_ew10_3.rgg,0,10213.0000,6.9501,LP_Rounding
1000_r0c099_nw1000_ew10_4.rgg,0,9924.0000,8.0176,LP_Rounding
1000_r0c099_nw1000_ew10_5.rgg,0,9955.0000,7.6561,LP_Rounding
1000_r0c099_nw1000_ew10_6.rgg,0,9092.0000,6.9091,LP_Rounding
1000_r0c099_nw1000_ew10_7.rgg,0,9899.0000,7.1662,LP_Rounding
1000_r0c099_nw1000_ew10_8.rgg,0,8828.0000,6.5712,LP_Rounding
1000_r0c099_nw1000_ew10_9.rgg,0,10060.0000,7.5423,LP_Rounding
1000_r0c099_nw100_ew100_0.rgg,0,29984.0000,7.0164,Clique_Inverse_size
1000_r0c099_nw100_ew100_1.rgg,0,29400.0000,7.2338,Clique_Size
1000_r0c099_nw100_ew100_2.rgg,0,30157.0000,7.4313,Clique_Size
1000_r0c099_nw100_ew100_3.rgg,0,28808.0000,6.5321,Clique_Inverse_size
1000_r0c099_nw100_ew100_4.rgg,0,29380.0000,7.0518,Clique_Inverse_size
1000_r0c099_nw100_ew100_5.rgg,0,28678.0000,6.7724,Clique_Inverse_size
1000_r0c099_nw100_ew100_6.rgg,0,28591.0000,7.4213,Clique_Size
1000_r0c099_nw100_ew100_7.rgg,0,28967.0000,7.5300,Clique_Cost
1000_r0c099_nw100_ew100_8.rgg,0,28886.0000,7.1203,Clique_Cost
1000_r0c099_nw100_ew100_9.rgg,0,29923.0000,7.2986,Clique_Cost
1000_r0c099_nw10_ew1000_0.rgg,0,251189.0000,6.8226,Clique_Size
1000_r0c099_nw10_ew1000_1.rgg,0,258318.0000,6.9992,Clique_Size
1000_r0c099_nw10_ew1000_2.rgg,0,252212.0000,7.7335,Clique_Inverse_size
1000_r0c099_nw10_ew1000_3.rgg,0,253294.0000,7.8239,Clique_Hub
1000_r0c099_nw10_ew1000_4.rgg,0,246101.0000,7.3618,Clique_Size
1000_r0c099_nw10_ew1000_5.rgg,0,249014.0000,7.2186,Clique_Size
1000_r0c099_nw10_ew1000_6.rgg,0,250371.0000,7.6495,Clique_Size
1000_r0c099_nw10_ew1000_7.rgg,0,243755.0000,7.7855,Clique_Cost
1000_r0c099_nw10_ew1000_8.rgg,0,245051.0000,7.9958,Clique_Inverse_size
1000_r0c099_nw10_ew1000_9.rgg,0,255172.0000,6.9916,Clique_Inverse_size
